Timestamp,Voltage (V),Current (A),Power Consumption (kW),Reactive Power (kVAR),Power Factor,Solar Power (kW),Wind Power (kW),Grid Supply (kW),Voltage Fluctuation (%),Overload Condition,Transformer Fault,Temperature (°C),Humidity (%),Electricity Price (USD/kWh),Predicted Load (kW),renewable_power,total_supply,renewable_contribution,grid_dependency,renewable_grid_ratio,apparent_power,Calculated_PF,reactive_active_ratio,Load_stress,load_stress_level,Overload_flag
2024-01-01 00:00:00,232.48357076505616,5.124672741462765,1.1914022179376131,0.3990291541911931,0.9077655280980952,46.61484530540027,26.39956604563302,0.0,1.0559370521676523,0,0,17.842767064400007,64.52335267421111,0.4161564107971101,1.2331584224739387,73.01441135103329,73.01441135103329,100.0,0.0,,2063.569173718194,0.0005773502691896258,0.3349239645381355,0.1087314803204266,low,0
2024-01-01 00:15:00,229.3086784941441,22.21351868141248,5.093752613539678,1.2480300128782689,0.8318133316322733,6.907169503249216,18.555011274572458,0.0,-3.910901834158445,1,0,18.75369822819185,49.67193960492017,0.4923343651062731,5.247824239531332,25.462180777821672,25.462180777821672,100.0,0.0,,8822.638327837478,0.0005773502691896258,0.24501190135557166,0.4648734522376162,low,0
2024-01-01 00:30:00,233.23844269050343,46.13221715719354,10.759806487603946,2.7904635769346258,0.999005396391214,15.47763994196853,12.905025033981705,0.0,-0.1975505076951611,0,0,16.71932518134446,48.47276856045443,0.4277849947699321,10.580278295882652,28.382664975950235,28.382664975950235,100.0,0.0,,18636.531516139257,0.0005773502691896258,0.2593414277616829,0.981977093666758,high,0
2024-01-01 00:45:00,237.6151492820401,47.64897167234906,11.322117517060924,1.9569652535824755,0.8964623510239657,35.74639831436956,28.93712893790582,0.0,2.6719214699472005,0,0,15.364563828651884,75.76677628756167,0.4879530579345335,11.225945964435768,64.68352725227538,64.68352725227538,100.0,0.0,,19610.4827888151,0.0005773502691896259,0.17284445693427836,1.0332955398747892,very high,0
2024-01-01 01:00:00,228.8292331263833,7.410166175554767,1.6956626432912625,0.6247181672178164,0.8706807777745019,27.555037878295707,14.18464814365205,0.0,3.8269370610055,0,0,38.760333462053055,61.38421275306328,0.2900782955543383,1.696639053230783,41.739686021947755,41.739686021947755,100.0,0.0,,2936.973850677007,0.000577350269189626,0.36842125978858936,0.15475202794927223,low,0
2024-01-01 01:15:00,228.8293152152541,10.55400861643642,2.4150665644750373,0.9358528120672404,0.9700034408167308,46.0293386543022,25.887702662596546,0.0,2.201227406407014,0,0,25.96980618673262,50.4374738680702,0.4697085146715659,2.4823209195648523,71.91704131689875,71.91704131689875,100.0,0.0,,4183.017993331582,0.0005773502691896258,0.38750601156646236,0.22040731389799065,low,0
2024-01-01 01:30:00,237.89606407753692,5.219165526520492,1.2416189365283907,0.3680053316525575,0.9628554245035374,21.5364271483711,13.128720695667312,0.0,-0.8001847054642797,1,0,31.406756294649632,74.00103334442429,0.255648428965413,1.2290654100695328,34.665147844038415,34.665147844038415,100.0,0.0,,2150.54708170681,0.0005773502691896257,0.29639152627738835,0.11331443145733261,low,0
2024-01-01 01:45:00,233.83717364576452,44.09031705174289,10.309955124525215,1.500174490941546,0.8467785586057288,11.0418283655982,7.978981976298339,0.0,4.361456730345498,0,0,23.17963077768797,44.9452213179125,0.4212383618176371,10.776033910515055,19.02081034189654,19.02081034189654,100.0,0.0,,17857.366099432784,0.0005773502691896258,0.14550737348729542,0.9409221049355944,high,0
2024-01-01 02:00:00,227.65262807032525,8.189880162148357,1.864447742494095,0.4854107255085516,0.9685981405589412,3.752725099467247,3.927132639678501,0.0,4.481335396111007,0,0,24.576090328980666,26.956974481280557,0.4312304075481432,1.8075437092282036,7.679857739145748,7.679857739145748,100.0,0.0,,3229.3182180568674,0.0005773502691896258,0.2603509416998792,0.170155938917411,low,0
2024-01-01 02:15:00,232.7128002179298,9.85550684989532,2.2935025966061287,0.4374592102666845,0.8566823548696797,24.417061637405336,29.437511301815924,0.0,0.4680409547132704,1,0,11.235522075546273,26.669849822310603,0.169219265161443,2.2973300967210863,53.854572939221256,53.854572939221256,100.0,0.0,,3972.463024612962,0.0005773502691896258,0.19073848484585385,0.20931296642993572,low,0
2024-01-01 02:30:00,227.68291153593768,15.24301923086297,3.4705749990811707,0.8164854658746892,0.813529021644255,39.89143509832874,6.225916880527392,0.0,-0.4276164125080086,0,0,38.67690961271958,33.986975586132935,0.1938132873180752,3.3571680219591657,46.117351978856135,46.117351978856135,100.0,0.0,,6011.212229886897,0.0005773502691896258,0.23525942130363195,0.3167366583104003,low,0
